node_id,display_name,name_romaji,name_native,note,status
A0150,,,손덕성 (孫德成),[wave4] https://en.wikipedia.org/wiki/Son_Duk-sung,proposed
A0152,,,윤쾌병 (尹快炳),[wave4] https://en.wikipedia.org/wiki/Yun_Kwae-byung,proposed
A0028,,,本部朝正,[wave4] https://www.motobu-ryu.org/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF%E6%89%8B/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF%E6%89%8B%E5%AE%97%E5%AE%B6/%E6%9C%AC%E9%83%A8%E6%9C%9D%E6%AD%A3%E5%AE%97%E5%AE%B6/,proposed
A0009,,,當山清幸,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%8A%E5%9C%B0%E6%B5%81,proposed
A0019,,,親田清勇,[wave4] https://en.wikipedia.org/wiki/Ry%C5%AB-te,proposed
A0053,,,大嶺朝徳,[wave4] https://ominekarate.com/?p=240,proposed
A0003,,,남태희 (南太熙),[wave4] https://ko.wikipedia.org/wiki/%EB%82%A8%ED%83%9C%ED%9D%AC_(%EB%AC%B4%EC%88%A0%EA%B0%80),proposed
A0008,,,新城清優,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%8A%E5%9C%B0%E6%B5%81,proposed
A0156,,,엄운규,[wave4] https://mookas.com/news/3420,proposed
A0011,,,宮城安一,[wave4] https://goju-ryu.jp/about.html,proposed
A0013,,,宮城敬,[wave4] https://goju-karatedo.com/genealogy.html,proposed
A0054,,,田場兼靖,[wave4] https://shogendai.wixsite.com/shogen-ryu/members,proposed
A0022,,,津山克典,[wave4] https://takudai-karatedobu.com/teacher/,proposed
A0125,,,知念,[wave4] SKIP-REMOVE,proposed
Q130739281,,,阿波根直信,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
A0085,,,坂上節明,[wave4] https://www.nihonkobudokyoukai.org/martialarts/064/,proposed
Q6810356,,,八木明達,[wave4] https://ja.wikipedia.org/wiki/%E5%85%AB%E6%9C%A8%E6%98%8E%E4%BA%BA,proposed
A0123,,,外間哲弘,[wave4] https://ja.wikipedia.org/wiki/%E5%A4%96%E9%96%93%E5%93%B2%E5%BC%98,proposed
A0121,,,糸数盛昌,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
A0026,,,井上慶身,[wave4] https://www.inoue-ha-karate.com/,proposed
A0153,,Hwang Hyun-chul,황현철,[wave4] https://ko.wikipedia.org/wiki/%ED%99%A9%ED%98%84%EC%B2%A0,proposed
Q665589,,,矢原美紀夫,[wave4] https://ja.wikipedia.org/wiki/%E7%9F%A2%E5%8E%9F%E7%BE%8E%E7%B4%80%E5%A4%AB,proposed
A0118,,,玉寄英美,[wave4] https://ja.wikipedia.org/wiki/%E7%90%89%E7%90%83%E5%8F%A4%E6%AD%A6%E8%A1%93,proposed
A0134,,,八木明哲,[wave4] https://www.odks.jp/aboutus/membergroup/group3/,proposed
A0090,,,摩文仁賢雄,[wave4] https://karatejournal.net/2016/03/01/%E3%80%90%E5%9B%BD%E5%86%85%E3%80%91%E6%91%A9%E6%96%87%E4%BB%81%E8%B3%A2%E9%9B%84%E5%85%88%E7%94%9F%E3%80%81%E7%B3%B8%E6%9D%B1%E6%B5%81%E4%B8%89%E4%BB%A3%E5%AE%97%,proposed
Q6418995,,,新城清秀,[wave4] https://www.okinawatimes.co.jp/articles/-/700471,proposed
Q16875962,,,一柳忍,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%80%E6%9F%B3%E5%BF%8D,proposed
A0122,,,大城善栄,[wave4] https://ageshiojapan.com/jp/program/4-styles-of-okinawan-karate-trial-course,proposed
A0117,,,赤嶺浩,[wave4] https://shimbukan.wordpress.com/about-shimbukan/masters/akamine-hiroshi/,proposed
A0120,,,井上貴勝,[wave4] https://webhiden.jp/master/inoue-kisho/,proposed
Q11501557,,,新垣清,[wave4] https://ja.wikipedia.org/wiki/%E6%96%B0%E5%9E%A3%E6%B8%85,proposed
Q6782576,,,喜久川政信,[wave4] https://ja.wikipedia.org/wiki/%E5%96%9C%E4%B9%85%E5%B7%9D%E6%94%BF%E4%BF%A1,proposed
A0092,,,岩田源三,[wave4] https://webhiden.jp/master/iwata-genzo/,proposed
Q11463345,,,小笠原和彦,[wave4] https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%AC%A0%E5%8E%9F%E5%92%8C%E5%BD%A6,proposed
Q4353136,,,中達也,[wave4] https://ja.wikipedia.org/wiki/%E4%B8%AD%E9%81%94%E4%B9%9F,proposed
A0095,,Otsuka Hironori III,大塚博紀（三代）,[wave4] http://webhiden.jp/master/dtail/ohtsuka_hironori_-.php,proposed
A0014,,,中村哲二,[wave4] https://iogkf-yamashirodojo.com/%E6%B2%96%E7%B8%84%E5%89%9B%E6%9F%94%E6%B5%81%E7%A9%BA%E6%89%8B/,proposed
A0124,,,又吉靖,[wave4] https://okic.odks.jp/pdf/okinawadojolist.pdf,proposed
Q15845027,,,平山裕子,[wave4] https://www.jka.or.jp/jsys2/,proposed
Q15845026,,,大隈広一郎,[wave4] https://www.jka.or.jp/jsys2/,proposed
Q11391351,,,八木明人,[wave4] https://ja.wikipedia.org/wiki/%E5%85%AB%E6%9C%A8%E6%98%8E%E4%BA%BA,proposed
Q15845023,,,奥家沙都美,[wave4] https://www.jka.or.jp/jsys2/,proposed
Q11449100,,,宇佐美里香,[wave4] https://ja.wikipedia.org/wiki/%E5%AE%87%E4%BD%90%E7%BE%8E%E9%87%8C%E9%A6%99,proposed
Q15845014,,,椎名舞,[wave4] https://www.jka.or.jp/taikai-result/6846/,proposed
Q64574038,,,喜友名諒,[wave4] https://ja.wikipedia.org/wiki/%E5%96%9C%E5%8F%8B%E5%90%8D%E8%AB%92,proposed
C00001,,Kojo Homei (nicknamed Akahige),湖城鳳鳴,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
A0135,,,八木明広,[wave4] https://www.d3b.jp/npcolumn/19152,proposed
C00003,,,徳田安文,[wave4] https://kyudomugen.com/karateka/,proposed
C00018,,,高嶺朝睦,[wave4] https://ja.wikipedia.org/wiki/%E6%AF%94%E5%98%89%E4%B8%96%E5%B9%B8,proposed
C00024,,,久場長仁,[wave4] https://kyudomugen.com/karateka/,proposed
C00025,,,大城朝恕,[wave4] https://ja.wikipedia.org/wiki/%E5%A4%A7%E5%9F%8E%E6%9C%9D%E6%81%95,proposed
C00026,,,真壁朝顕,[wave4] https://ja.wikipedia.org/wiki/%E7%9C%9F%E5%A3%81%E6%9C%9D%E9%A1%95,proposed
C00037,,,本部朝茂,[wave4] https://www.motobu-ryu.org/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF%E6%89%8B/%E6%9C%AC%E9%83%A8%E5%BE%A1%E6%AE%BF%E6%89%8B%E3%81%AE%E7%B4%B9%E4%BB%8B/,proposed
C00044,,,喜友名朝有,[wave4] https://ja.wikipedia.org/wiki/%E6%AF%94%E5%98%89%E4%B8%96%E5%B9%B8,proposed
A0155,,,전상섭,[wave4] https://mookas.com/news/17782,proposed
C00035,,,赤嶺栄亮,[wave4] https://www.odks.jp/kobudo/history.html,proposed
C00034,,,島袋永三,[wave4] https://ja.wikipedia.org/wiki/%E5%B3%B6%E8%A2%8B%E9%BE%8D%E5%A4%AB,proposed
C00045,,,仲井真元楷,[wave4] https://www.d3b.jp/npcolumn/11003,proposed
C00084,,Go Kenki (Wu Xianhui),呉賢貴,[wave4] https://ja.wikipedia.org/wiki/%E7%99%BD%E9%B6%B4%E6%8B%B3,proposed
C00086,,,山口剛史,[wave4] https://webhiden.jp/master/yamaguchi-goushi/,proposed
A0047,,Tamotsu Iwao,保巖,[wave4] https://ja.wikipedia.org/wiki/%E5%B0%91%E6%9E%97%E5%AF%BA%E6%B5%81%E7%A9%BA%E6%89%8B%E9%81%93%E9%8C%AC%E5%BF%83%E8%88%98,proposed
C00141,,Kojo Isei,湖城以正,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E4%BB%A5%E6%AD%A3,proposed
C00148,,Shinzato Jin'an,新里仁安,[wave4] https://ja.wikipedia.org/wiki/%E5%AE%AE%E5%9F%8E%E9%95%B7%E9%A0%86,proposed
C00150,,,神谷仁清,[wave4] https://ryukyushimpo.jp/okinawa-dic/prentry-40958.html,proposed
C00098,,,仲里常延,[wave4] https://www.d3b.jp/npcolumn/8441,proposed
A0031,,Uema Joki,上間上輝,[wave4] https://www.d3b.jp/npcolumn/23591,proposed
C00107,,,湖城嘉富,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00108,,,湖城嘉保,[wave4] https://ja.wikipedia.org/wiki/%E6%B9%96%E5%9F%8E%E6%B5%81,proposed
C00174,,,東恩納亀助,[wave4] https://www.d3b.jp/npcolumn/13610,proposed
C00176,,Izumikawa Kanbun,泉川寛文,[wave4] https://ja.wikipedia.org/wiki/%E6%B3%89%E5%B7%9D%E5%AF%9B%E5%96%9C,proposed
A0145,,,泉川勝也,[wave4] https://ja.wikipedia.org/wiki/%E6%B3%89%E5%B7%9D%E5%AF%9B%E5%96%9C,proposed
C00117,,,上地完明,[wave4] https://uechiryu-rengo.jp/about/history/,proposed
C00206,,Uku Karyu,宇久嘉隆,[wave4] https://ja.wikipedia.org/wiki/%E6%B3%8A%E6%89%8B,proposed
C00212,,,村上勝美,[wave4] https://booklog.jp/author/%E6%9D%91%E4%B8%8A%E5%8B%9D%E7%BE%8E,proposed
A0039,,,横山和正,[wave4] https://ja.wikipedia.org/wiki/%E6%A8%AA%E5%B1%B1%E5%92%8C%E6%AD%A3,proposed
C00075,,,仲井間憲忠,[wave4] https://ja.wikipedia.org/wiki/%E5%8A%89%E8%A1%9B%E6%B5%81,proposed
C00229,,,仲井間憲児,[wave4] https://ja.wikipedia.org/wiki/%E5%8A%89%E8%A1%9B%E6%B5%81,proposed
C00232,,,仲井間憲孝,[wave4] https://ja.wikipedia.org/wiki/%E5%8A%89%E8%A1%9B%E6%B5%81,proposed
C00236,,,金城兼盛,[wave4] https://ja.wikipedia.org/wiki/%E7%A9%BA%E7%9C%9F%E6%B5%81,proposed
C00245,,,知念賢祐,[wave4] https://www.okinawatimes.co.jp/articles/-/1207463,proposed
C00246,,,摩文仁賢三,[wave4] https://ja.wikipedia.org/wiki/%E7%B3%B8%E6%9D%B1%E6%B5%81,proposed
C00247,,,島袋吉郎,[wave4] https://www.okinawatimes.co.jp/articles/-/567750,proposed
A0128,,,仲本喜一,[wave4] https://www.gojuryu.jp/aboutus/,proposed
